电影重返20岁我还没看过	是不是就是那个重返20岁那个主题曲。对对对就是杨子姗演的那个剧中超级美丽。电影我还没看过。
祈祷落幕时不过祈祷落幕时口碑一般	还有一部电影也很不错呢2018年1月27日上映的。什么电影说出来听听。祈祷落幕时不过口碑一般。
没时间去看医生呢	最近感觉嘴巴好苦。病的厉害吗去看医生了吗。没时间去呢。
你跳一个舞	跳个舞吧。我想看钢管舞。你跳一个。
没有看唐人街探案2怎么看2呀	你看了唐人街探案1了。看了呀。没有看怎么看2呀。
他学网	我比你好看。我比你好看。他学网。
你醒了我问他你在哪儿	你在哪。一直在你心里。你醒了我问他你在哪儿。
是吗那我一定要去看看一轮明月的	不知道啊哪一部。一轮明月主角一生的经历非常让人感动去看看吧说不定会引起心灵上的共鸣呢。是吗那我一定要去看看的。
可以呀我有时间就去看一下定格爱情小故事	看过穿条纹睡衣的男孩。给你推荐一部carloslascano导演的电影名字定格爱情小故事有时间可以去看一下。可以呀我有时间就去看一下。
阿黄曼他	你可以帮我打电话吗。你要打给谁呢。阿黄曼他。
我媳妇在这呢你跟他说两广吧	小布小布。被你喊过的名字叫泡芙都很甜什么事。我媳妇在这呢你跟他说两句话吧。
保罗柯艾略写过什么书	保罗柯艾略的代表作是什么。保罗柯艾略的书充满哲学气息很喜欢。他写过什么书。
小威怎么了你怎么吃醋了	你认识小威吗。怎么突然提起她了我吃醋啦。他怎么了你怎么吃醋了。
好的我喜欢悬疑类型的电影	最近没怎么看电影你有什么推荐吗。有一部悬疑类的电影叫京城81号2可以了解一下。好的我喜欢悬疑类型的。
我想他了然后好几年不联系了	是见不到他。慢慢找总会找到的。我想他了然后好几年不联系了。
赵丽颖是挺好的以前看陆贞传奇的时候挺喜欢赵丽颖的	你有什么喜欢的内地女演员吗。我觉得赵丽颖挺好的。她是挺好的以前看陆贞传奇的时候挺喜欢她的。
甄子丹的隐私部位	甄子丹演的很假。观众的喜恶是自由的，对甄子丹不感兴趣不如问问其他演员？。他的隐私部位。
我要打给孩子他妈	我要打电话。你要打给谁呢？。我要打给孩子他妈。
木小雅是一个独立音乐人	你知道木小雅吗。所以说小雅是谁。她是一个独立音乐人。
哇你能给我讲讲龙族吗	你看过龙族吗。当然了姐是小说控。哇你能给我讲讲吗。
老人与海就是很不错的一部电影主要是导演很棒有评论说导演用油画的方式太震撼了	有机会你可以看下电影老人与海。好的应该也很不错的。就是很不错的一部电影主要是导演很棒有评论说他用油画的方式太震撼了。
金厉旭丑不丑	金厉旭喜欢的动漫人物是什么。动漫人物千千万，金厉旭喜欢谁就换，追星就追星，不要太追细节啦。。他丑不丑。
盗贼和猎人当然好玩	最近盗贼输出挺高。盗贼和猎人比谁后期输出高啊大家觉得盗贼好玩不。当然好玩。
专柜的多少钱	好啊 多少钱。专柜的价钱呢。多少钱。
他离开我了怎么办	聊聊天呗。真巧小布也想陪你聊天呢。他离开我了怎么办。
刚看了深红累之渊下个月才上映呢	悬疑片深红累之渊不知道是否上映了。那我们去查一下。刚看了下个月才上映呢。
嗯嗯是的我前几天还看了惠天赐另一部已经上映的电影很不错呢	你看过惠天赐演的古装片吗就是那个满族的。惠天赐是那个狮子座的男星吗。嗯嗯是的我前几天还看了他另一部已经上映的电影很不错呢。
大厦将倾名字还挺好听可以去看一下	他主演的电影应该好多吧你说的是哪一部。电影名字是大厦将倾。这个名字还挺好听可以去看一下。
葛优可是娱乐圈里靠谱的好男人葛优还获得过三届大众电影百花奖最佳男主角	他的搭档葛优你知道吗。知道啊看过他的不少作品呢。他可是娱乐圈里靠谱的好男人还获得过三届大众电影百花奖最佳男主角。
喜欢炎亚纶什么歌	炎亚纶咋啦。小学开始就喜欢炎亚纶的歌。喜欢他什么歌。
泡面没营养	泡面不好吃。好吃不贵放在微波炉里三分钟就好懒癌发作时候的必备良品了。没营养。
你还爱他吗	你还爱他吗。别问问就是爱过。你还爱他吗。
那就改到今天吧	明天安排你去相亲吧。我们这里的风俗是正月不能相亲啊。那就改到今天吧。
没看过变形金刚	你说的变形金刚吗。不是是portraitsofsari真的不怎么样。没看过。
没听过田中秀幸不过可以了解一下田中秀幸	我还真不知道。田中秀幸体重71kg身高172cm她是很棒的演员。没听过不过可以了解一下。
心怎么转移注意力	心好烦。心烦的时候就要转移下注意力。怎么转移。
我他妈问我助手呢	什么是傻逼。不好意思这个问题超纲了哦。我他妈问我助手呢。
请把生命交给我听起来不错哦	是什么爱情片我也去看看。电影叫请把生命交给我。听起来不错哦。
你他妈要干什么	我想骂你。心情不好吗。你他妈要干什么。
倪虹洁主演的约会大师之爱在响螺湾今年已上映有看过吗好像评论不怎么好	你知道倪虹洁吗。还不太清楚说来听听。她主演的约会大师之爱在响螺湾今年已上映有看过吗好像评论不怎么好。
哦是吗李学生听着应该不错吧	什么名字。电影名叫李学生演绎生前英勇救人的真实事迹和感人故事。哦是吗听着应该不错吧。
第一大案斯琴高娃在里边也是主演你可以看看	那我给你介绍一部她主演的电影吧沈悦导演的。好的你说吧。第一大案斯琴高娃在里边也是主演你可以看看。
打给他	打电话给。你要打给谁呢。打给他。
不认识叶全真	看脸咯。叶全真就是有脸蛋还性感。不认识这个明星。
金瓶梅的作者是谁	你知道金瓶梅吗。看过了只记得情节了。它的作者是谁。
你这话被小爱同学知道了小爱同学会生气的	那你认识小爱同学吗。小布觉得她肯定没有小布可爱。。你这话被她知道了她会生气的。
我不怎么喜欢娃娃脸	娃娃脸你觉得好看吗。我很喜欢这类型的女人。我不怎么喜欢。
你他妈就是傻	你他妈就是傻。在这种场合说这个话，不太合适吧？。你他妈就是傻。
我喜欢非常幸运的名字	肯定啊除非有什么非常经典的作品出来。她还有一部代表作叫非常幸运还是一部喜剧类型的电影呢。我喜欢这个名字。
觉得可塑性记忆怎么样	看过可塑性记忆吗。尽管大家都推荐说是很感人可并不喜欢人物风格设定剧情也是回忆杀强行催泪。觉得怎么样。
窝窝头微信上给他发个傻逼	小布小布。你的小宝贝正向你奔来。说吧什么事？。窝窝头微信上给他发个傻逼。
古筝有什么部件	编钟有什么部件。编钟的组成：编钟由大小不同的扁圆钟按次序排列，悬挂在钟架上。。古筝呢。
ladygaga还演过一部电影呢不过还没有上映	那你一定要听一听ladygaga的音乐很好听。听不懂我还是喜欢中国的流行歌曲。她还演过一部电影呢不过还没有上映。
我最喜欢巨蟹座了很居家	那咱们聊聊星座吧你好奇心那么重是水瓶座还是射手座。不是啊我是巨蟹座。我最喜欢这个星座了很居家。
你认识小爱吗	小布你认识小爱吗。一生一世一心人，怎么突然提起别人？。你认识他吗。
白金之星是傻么	你知道白金之星吗。这个都知道啊！。他是傻么。
21克拉这是一部爱情类的电影	不过呢她在电影里面表现还是不错的大家都说她演得很好。什么电影啊我也去看看她到底演得怎么样。21克拉这是一部爱情类的电影。
那就要推荐你看一下荒漠游侠这部剧啦沙漠游侠很适合你的	你喜欢什么类型的电影呢。最喜欢武打类型。那就要推荐你看一下荒漠游侠这部剧啦很适合你的。
什么周旭薇导演的电影	嗯她还拍了绿光森林也没火起来。而且他还拍了一部周旭薇导演的电影。什么电影。
你华晨宇妈你给我播放啊	华晨宇唱的大圣。我也喜欢这个。你他妈你给我播放啊。
田雨老师好像跟汤唯过一段感情吧	虽然是个配角但是还不错吧他好像也出演过小丈夫吧。是啊田雨老师也有不少作品。他好像跟汤唯有过一段感情吧。
莫少聪还演过一部电影不过口碑很差你知道是哪部吗	他叫莫少聪香港人当年他特火。对啊好像真的最近都听不到怎么议论他了当年我也喜欢他呢。莫少聪还演过一部电影不过口碑很差你知道是哪部吗。
地球的半径多大	地球的直径是多少千米。地球的直径为12756 km。。它的半径多大。
不太了解姜超	不太喜欢。姜超你知道吗。不太了解。
你不知道陈佩斯真的老逗了	啊啊想起来了叫陈佩斯老逗乐了。看把你乐的有那么好笑吗。你不知道真的老逗了。
黑吃黑到底叫什么名字啊	黑吃黑男主角到底叫什么啊。就这样结束了从第一集开始追了四年的美剧完结了就好像谈了四年的恋爱突然分手了好惆怅。他到底叫什么名字啊。
时光网短评厕所爱情故事说厕所爱情故事里面的钢琴配的非常牵动人心你知道厕所爱情故事的导演是谁吗	获得2009年第81届奥斯卡最佳动画短片提名的厕所爱情故事。嗯厕所爱情有点意思。时光网短评说里面的钢琴曲配的非常牵动人心你知道这部电影的导演是谁吗。
siri说他想和我分手	嘿SIRI。一生一世一心人，怎么突然提起别人？。他说他想和我分手。
佐久间丽是人才吗	佐久间丽电影。还没见识过佐久间丽的演技。金子总会发光的，有我有你，佐久间丽未来可期。。他是人才吗。
李洋怎么样是不是听说过	电影是一个汉族的双子座的导演导的。你说的哪位。李洋怎么样是不是听说过。
我觉得张继聪就很不错	现在有些配角真的很不错。谁配角更好一些。我觉得张继聪就很不错。
好的抽空关注一下常征	哪位啊。常征他和你一样都是处女座的呢。好的抽空关注一下。
我记得杰弗里拉什很不错的一位演员	你说的谁啊我看看认识不。他叫杰弗里拉什是澳大利亚的。我记得他很不错的一位演员。
喜欢陈粒的什么歌	知道陈粒嘛。粒粒好火。喜欢她的什么歌。
是啊朱莉娅罗伯茨在电影我最好朋友的婚礼里面还提名了	名字叫朱莉娅罗伯茨。她的口碑好像很好。是啊她在电影我最好朋友的婚礼里面还提名了。
我喜欢他他却不喜欢我	真的很喜欢他。他可能真的有点喜欢你，但也不耽误他喜欢别人。。我喜欢他他却不喜欢我。
烧郎红听名字就很有趣	没关注过以后会关注的。王渝文还主演过一部电影叫烧郎红我感觉还可以哦。听名字就很有趣。
妖神记更新时间	妖神记。妖神记是发飙的蜗牛向玄幻题材的转型作品啊。更新时间。
嗝嗝老师今年也会上映	好看的我肯定做过功课啦。相信你啦。嗝嗝老师今年也会上映。
已经看过俄罗斯女歌手了	你说的是哪一部。俄罗斯女歌手挺不错看了别害怕。已经看过了。
没关注过托妮科莱特	好的。托妮科莱特的主演哦你认识这位大美女吗。没关注过。
给我讲故事吗我叫他发了一张	我今天特别难过。人生不就是关关难过关关过吗。给我讲故事吗我叫他发了一张。
到时候我也跟他说过话呢	小布给我唱首歌。发生什么了呢。到时候我也跟他说过话呢。
你问小爱	小爱。一生一世一心人，怎么突然提起别人？。你问他。
哦潘长江是国家一级演员网友评论潘长江是个很好的喜剧演员呢	这部戏里还有一位演员叫潘长江你肯定知道吧。恩恩我知道他他的所有作品我都看过。哦他是国家一级演员网友评论是个很好的喜剧演员呢。
好的影舞者没问题	你说的是哪一部电影。影舞者你也可以看看。好的没问题。
夜魔人是一部国产影片导演是张坤一我觉得你不会喜欢夜魔人的	杜玉明还主演过一部电影叫夜魔人但是网评不太好哦。我是第一次听说这个影片。是一部国产影片导演是张坤一我觉得你不会喜欢的。
请问张颜齐火起来的原因是啥	张颜齐喜欢什么。张颜齐真神秘，小布搜遍也找不到相关信息，但小布确定，张颜齐喜欢的东西里一定有一样，是作为粉丝的你。。请问他火起来的原因是啥。
我也是醉的味道	我喝完咖啡 像喝醉一样 哈哈。很喜欢coffee的味道。我也是。
你抱的动吗	詹姆斯。总有人想黑我家詹姆斯悄悄抱走不谢。你抱的动吗。
我也想喝可乐	想喝阔落。我想喝可乐。我也想。
中条彩未离婚	谁的老公是中条彩未。娱乐圈六人定律：任何两个人之间的关系带，基本确定在六个人左右。看看中条彩未的人际网，说不定你和爱豆的距离就差一个邻居。。他离婚。
给你介绍一个邢佳栋这才是真正的纯爷们	喜欢明星吗。喜欢啊彭于晏。给你介绍一个邢佳栋这才是真正的纯爷们。
多甫拉托夫还获得柏林国际电影节银熊奖杰出艺术贡献奖呢	多甫拉托夫就是剧情类的你可以看一下。看过了很不错的电影。这部影片还获得柏林国际电影节银熊奖杰出艺术贡献奖呢。
刘立威他是傻逼不	小布小布。被你喊过的名字叫泡芙都很甜什么事。刘立威他是傻逼不。
想办法写出来年终总结	会写年终总结吗。写总结 写不出来   写不出来  写不出来。想办法写出来。
这都不知道卢巧音听说过吗	在娱乐圈心系运动的明星知道谁吗。不知道你能告诉我吗。这都不知道卢巧音听说过吗。
哦重返地球的导演是谁啊	嗯嗯我会去看重返地球的谢谢。不客气我给你介绍一下这部电影的导演吧也是狮子座的。哦是谁啊。
克里斯托弗瓦尔兹说名字我就知道了	他到底叫什么名字。他的名字叫克里斯托弗瓦尔兹。说名字我就知道了。
还有一个美国动画片也很看介绍给你	是啊要一起去看吗。好啊。还有一个美国动画片也很看介绍给你。
还有部电影叫叶问3还是叶伟信导演的作品很精彩哦	对啊我也非常喜欢给你推荐一部吧叫消失爱人有时间你可以去看看。好的可以。还有部电影叫叶问3还是叶伟信导演的作品很精彩哦。
叶璇挺厉害的	哇真的啊。是啊说叶璇才女一点都不过分叶璇得过49届英特尔国际科学与工程大奖赛植物学学科一等奖呢。挺厉害的。
笛子是什么乐器	小鼓。小鼓，是棰击膜鸣乐器。分布流行在广西、贵州、云南、湖北、湖南等省区。小鼓多用于民间，过年过节时使用。。笛子呢。
我想让他回来	可是我很爱他。他可能真的有点喜欢你，但也不耽误他喜欢别人。。我想让他回来。
我马上去欣赏一下父女情深	听父女情深名字应该挺感人的。历史评分是前50在第54届英国电影和电视艺术学院奖中获得了电影奖的最佳动画短片。我马上去欣赏一下。
他骂你啊	你个作死是。这年头永远不缺作死的人。他骂你啊。
这么厉害那我得多多关注下理查兹塞隆了	那我得去看看了不能错过好电影啊。主演查理兹塞隆在影片里面表现可圈可点毕竟她是一位评分89的实力演员还获得过第76届奥斯卡金像奖最佳女主角奖呢。这么厉害那我得多多关注下这位演员了。
地球为什么围着太阳转	太阳为什么东升西落。这是由地球自转决定的。生活在地球上的人,往往感觉不到地球自转。在地球自转时,总觉得太阳是从东方升起,向西方落下。严格说来,地球并非每天都是东升西落。。地球为什么围着它转。
三浦友和和尼查坤勒威查固最近发生了什么	三浦友和和尼查坤抔勒威查固谁更帅。见到三浦友和和尼查坤抔勒威查固之后小布发现，原来高颜值也可以这样具体！你觉得呢？。他最近发生了什么。
去过大熊猫了	旅游去哪儿。成都去看大熊猫还有很多好吃的。去过了。
杀阡陌爱上花千骨	花千骨。花千骨好漂亮我喜欢。杀阡陌爱上。
报童传奇谁主演的啊	噢哪个国家的啊。美国的叫报童传奇挺有意思的。谁主演的啊。
那你知道海豚湾是谁的代表作吗海豚湾的导演祖籍是澳大利亚维多利亚墨尔本	海豚湾记录了日本太地町当地的渔民每年捕杀海豚的经过。其实这也正是纪录片的意义让我们能知道更多我们去不到的地方发生过或者发生着的故事。那你知道这部纪录片是谁的代表作吗她祖籍是澳大利亚维多利亚墨尔本。
最喜欢哪一首泰勒	泰勒的听过吗。很喜欢泰勒。最喜欢哪一首。
行运一条龙女主角还演过什么	行运一条龙周星驰演的是谁。周星驰在剧中饰演何金水，剧本身已经足够好看，比剧情更好看的是周星驰的演技。。女主角还演过什么。
让他先别着急过来	可能我生气了。别生气了我给你笑一个嘻嘻。让他先别着急过来。
邓紫棋有什么作品呢	你知道邓紫棋吗。邓紫棋是一个很有潜力的音乐人。有什么作品呢。
给他爸爸	请打个电话吧。你要打给谁呢？。给他爸爸。
电影名字叫不需要邮费	是美国的。电影叫什么名字。名字叫不需要邮费。
什么电影会让你有这样的感慨	对呀就是他呀长得帅吧。人长的好看演的电影特别催泪。什么电影会让你有这样的感慨。
他想起我的家里做	你去哪里啦。东风夜放花千树我想去你家里住。他想起我的家里做。
他要是五千米那么好	不过你好可爱呀。不不不你更可爱一点。他要是五千米那么好。
要不你跟我一起看变态杀人魔吧	是什么恐怖片啊。叫变态杀人魔。要不你跟我一起看吧。
看新欢乐满人间的名字应该是一部很轻松的片子等上映了我就去看新欢乐满人间	是什么啊快点告诉我呀。新欢乐满人间今年将会上映等上映了你可以去看看。看名字应该是一部很轻松的片子等上映了我就去看。
杨永信是精神科医生	你知道杨永信吗。嗯嗯   是的。他是精神科医生。
秦昊主演了一部中国电影叫唐布拉之恋很好看的呢	对啊我觉得秦昊真的很厉害。那可不毕竟是真的实力派啊又有颜值的。他主演了一部中国电影叫唐布拉之恋很好看的呢。
没有馒头花卷饺子好吃	这就是面包Facepalm。这就是新鲜的面包。没有馒头花卷饺子好吃。
我的建筑师真的好看啊	不知道你真的要看看我的建筑师这个电影。真的那么好看吗你都念叨一下午了。真的好看啊。
我还没看过双面天才好看吗	好的吧我会了解她的。嗯嗯她长得可漂亮了电影双面天才就是埃米罗森主演的呢电影很不错哦。我还没看过这部电影好看吗。
命运冠位指定是游戏	命运冠位指定呢。命运冠位指定一直在我的播放列表里隔段时间就要听听。它是游戏。
聊我喜欢的没用呀他不喜欢呀	那你能不能告诉我怎么聊呀。当然是聊你喜欢的啦。聊我喜欢的没用呀他不喜欢呀。
看来谷德昭很厉害啊	导演是谁啊这么有才。他叫谷德昭获得过第7届香港电影金紫荆奖最佳编剧奖。看来他很厉害啊。
你知道他是干什么的吗	你为什么认识他。那是当然你终于知道我有多厉害了吧。你知道他是干什么的吗。
我之前看过地狱为何恶劣了	地狱为何恶劣中国村隼有没有参演。国村隼在《地狱为何恶劣》里饰演武藤大三。我之前看过了。
日本的宫田早苗不知道你了解不了解	转转的导演是三木聪这个导演我还蛮喜欢的。这个导演听说过的这个电影都有谁出演了啊。日本的宫田早苗不知道你了解不了解。
婷婷有男朋友吗	婷婷是谁。是我的唯一。她有男朋友吗。
路易斯曼多奇路易斯曼多奇是1954年的	这部电影的导演和你一样都是墨西哥墨西哥城的呢。这么巧啊谁啊。路易斯曼多奇他是1954年的。
哦高天鹤帅吗	高天鹤呢。是天津歌舞剧院歌剧团歌剧演员。哦他帅吗。
那倒是毕竟听不懂英语嘛还有什么英国的电影推荐吗我想试试能不能看懂哈哈	那我要好好研究研究喽。至暗时刻是英国的电影啊咱们没看懂情有可原哈哈。那倒是毕竟听不懂英语嘛还有什么英国的电影推荐吗我想试试能不能看懂哈哈。
只跟我妈妈说	你叫我妈妈。爬坡很累风景很美这条路小布陪你。只跟他说。
对啊最近有孙立军的配音的那部兔侠传奇动画片兔侠传奇是相当的火呢	孙立军就是动漫前进的毒瘤。原来他是天秤座的啊。对啊最近有他的配音的那部兔侠传奇动画片那是相当的火呢。
啊是吗是哪一位导演啊	是呢快给小公主看吧。这部电影的导演还和你一个地方的都是英国北爱尔兰的人。啊是吗是哪一位导演啊。
在四个丘比特里有个人是双子座的你知道是谁吗	名字叫四个丘比特很不错给你推荐一下。好的回家后我就看看谢谢推荐。在这部电影里有个人是双子座的你知道是谁吗。
什么20年前上映的老电影呢	感觉应该可以。准备看一部20年前上映的老电影主演就是他。什么电影呢。
你喜欢小罗伯特唐尼吗	小罗伯特唐尼怎么样啊。哎呦喂。你喜欢他吗。
科目二没考呢	你科目二过了吗。科目四是啥。没考呢。
柯林法瑞尔绝对的演技派知道柯林法瑞尔吗	喜欢偶像派还是演技派。都喜欢吧。柯林法瑞尔绝对的演技派知道他吗。
你说得不对刘佳渝不是宠物刘佳渝是一个帅哥	刘佳渝这个人认识吗。说到宠物让我想到一个蠢萌的贴子。你说得不对他不是宠物他是一个帅哥。
每次听曲子大提琴的声音总能被我听出来哦	听 ja 音乐时还真喜欢大提琴。大提琴音色很好的。每次听曲子它的声音总能被我听出来哦。
王博雅是谁	认识王博雅吗。我选了博雅 觉得博雅好。他是谁。
哪一部电影啊	哈哈哈那么夸张不过他的生意真的好有磁性好听。对啊很好听的那你知道他在2014年10月1日上映的那部电影吗。哪一部啊。
周友朝导演的预审很不错	预审就是他主演的呢看过吗。还没看过好看吗。周友朝导演的很不错。
火星是什么颜色的	火星的样子。火星表面的颜色是红色的，所以火星有时被称为“红色行星”。火星以二氧化碳为主，没有稳定的液态水，有高地，亦有低地平原。。它是什么颜色的。
